asset,freq,dataset,family,family_id,params,sharpe,max_dd,ann_return
BTC,D,base,HYBRID_CONF,HYB_CONF_RF_TA_MACD_12-26-9_prob055,,-0.3595134140366012,-0.5687731366998251,-0.1031151421481476
BTC,D,base,HYBRID_CONF,HYB_CONF_RF_TA_MACD_12-26-9_prob060,,-0.2032981120259029,-0.2062785214131228,-0.0171053032695636
BTC,D,base,HYBRID_CONF,HYB_CONF_RF_TA_MACD_19-39-9_prob052,,0.2145287675174896,-0.4356716631224666,0.0217582589489351
BTC,D,base,HYBRID_CONF,HYB_CONF_RF_TA_MACD_19-39-9_prob055,,-0.072693777561644,-0.4676150859219706,-0.0367024620706711
BTC,D,base,HYBRID_CONF,HYB_CONF_RF_TA_MACD_19-39-9_prob060,,-0.1588823036303848,-0.1519409781267628,-0.0130600514263243
BTC,D,base,HYBRID_CONF,HYB_CONF_RF_TA_MAcross_10-50_prob052,,0.0466915417834225,-0.4562762894584947,-0.0154023703206006
BTC,D,base,HYBRID_CONF,HYB_CONF_RF_TA_MAcross_10-50_prob055,,0.0285598678276691,-0.3997987128684992,-0.0115047968808406
BTC,D,base,HYBRID_CONF,HYB_CONF_RF_TA_MAcross_10-50_prob060,,-0.4910452945265704,-0.1325714115198253,-0.0262986561986291
BTC,D,base,HYBRID_CONF,HYB_CONF_RF_TA_MAcross_20-100_prob052,,0.1011955430104931,-0.3856928039743432,-0.0018880079987732
BTC,D,base,HYBRID_CONF,HYB_CONF_RF_TA_MAcross_20-100_prob055,,0.2689385344822271,-0.3685489894440333,0.0320365739667893
BTC,D,base,HYBRID_CONF,HYB_CONF_RF_TA_MAcross_20-100_prob060,,-0.1390945806524627,-0.0600602454451382,-0.0061348972609863
BTC,D,base,HYBRID_CONF,HYB_CONF_RF_TA_MAcross_50-200_prob052,,0.1435580771299036,-0.2726128804812237,0.0097539551815257
BTC,D,base,HYBRID_CONF,HYB_CONF_RF_TA_MAcross_50-200_prob055,,-0.2883261785898399,-0.3502423357705978,-0.0392739496035464
BTC,D,base,HYBRID_CONF,HYB_CONF_RF_TA_MAcross_50-200_prob060,,-0.677735134513928,-0.090165914485479,-0.0225932993141055
BTC,D,base,HYBRID_CONF,HYB_CONF_RF_TA_RSI14_65-35_prob052,,0.4028045933538282,-0.2887896487822539,0.0658143373704025
BTC,D,base,HYBRID_CONF,HYB_CONF_RF_TA_RSI14_65-35_prob055,,0.2705229213554071,-0.1808719164139987,0.028903881464003
BTC,D,base,HYBRID_CONF,HYB_CONF_RF_TA_RSI14_65-35_prob060,,-0.2207023136028759,-0.0987032120926048,-0.0083825486863938
BTC,D,base,HYBRID_CONF,HYB_CONF_RF_TA_RSI14_70-30_prob052,,-0.085592931311148,-0.2990114828199892,-0.0242075613125188
BTC,D,base,HYBRID_CONF,HYB_CONF_RF_TA_RSI14_70-30_prob055,,0.2053848654414987,-0.1359278200728899,0.0171496924244574
BTC,D,base,HYBRID_CONF,HYB_CONF_RF_TA_RSI14_70-30_prob060,,-0.2278671370167949,-0.0627388720898353,-0.0068848950395735
BTC,D,base,HYBRID_CONF,HYB_CONF_RF_TA_RSI21_65-35_prob052,,0.0370836701246634,-0.2859884197380171,-0.0101395215882877
BTC,D,base,HYBRID_CONF,HYB_CONF_RF_TA_RSI21_65-35_prob055,,-0.2993749249510879,-0.2423563260496406,-0.040364386669304
BTC,D,base,HYBRID_CONF,HYB_CONF_RF_TA_RSI21_65-35_prob060,,-0.5000801668987861,-0.0712682877679402,-0.0137714162256771
BTC,D,base,HYBRID_CONF,HYB_CONF_RF_TA_RSI21_70-30_prob052,,0.3398360001221774,-0.1587996778106107,0.035914690002794
BTC,D,base,HYBRID_CONF,HYB_CONF_RF_TA_RSI21_70-30_prob055,,-0.3385294432565267,-0.1262092135792333,-0.0251526526738674
BTC,D,base,HYBRID_CONF,HYB_CONF_RF_TA_RSI21_70-30_prob060,,-0.6782591520556444,-0.004763526945248,-0.0011541098863405
BTC,D,base,HYBRID_CONF,HYB_CONF_XGB_TA_MACD_12-26-9_prob052,,-0.0853126411090861,-0.4926746054697568,-0.0791128514836331
BTC,D,base,HYBRID_CONF,HYB_CONF_XGB_TA_MACD_12-26-9_prob055,,-0.1508217929421366,-0.5025388402551785,-0.0927267194798672
BTC,D,base,HYBRID_CONF,HYB_CONF_XGB_TA_MACD_12-26-9_prob060,,-0.1829171978361017,-0.5216882191045666,-0.0938745568992205
BTC,D,base,HYBRID_CONF,HYB_CONF_XGB_TA_MACD_19-39-9_prob052,,0.1801041113583918,-0.3866308338216524,0.0056791685823756
BTC,D,base,HYBRID_CONF,HYB_CONF_XGB_TA_MACD_19-39-9_prob055,,0.0138493620727459,-0.34691724603559,-0.0412220236906334
BTC,D,base,HYBRID_CONF,HYB_CONF_XGB_TA_MACD_19-39-9_prob060,,-0.1358737291632619,-0.4316892393426194,-0.0754954305567017
BTC,D,base,HYBRID_CONF,HYB_CONF_XGB_TA_MAcross_10-50_prob052,,-0.1416456391912214,-0.4736151659224379,-0.0813866071089191
